geneID	symbol	yQvalue	oQvalue	yPvalue	oPvalue	yRP24	oRP24	ySP	oSP	yPVEC	oPVEC	yPhase	oPhase	yMedian	oMedian	yDetectable	oDetectable	yNonZero	oNonzero
FBtr0336705	aux-RC	0.040756	NOTEST	0.0107	NOTEST	1.003578	-1.315661	1.546411	-0.841218	93.636072	31.258718	9.038946	7.815318	13.744800	6.538440	1	1	1	1
FBtr0079013	qtc-RB	0.031884	0.156168	0.006	0.151	1.220967	-0.901831	1.649134	1.786260	35.584838	2.845838	21.794621	0.098538	25.066400	15.225400	1	1	1	1
FBtr0329872	SLO2-RL	0.037648	NOTEST	0.0087	NOTEST	0.806751	-4.771168	1.686202	4.482510	10.625685	15.086627	7.704757	7.881502	35.046450	27.463450	1	1	1	1
FBtr0071777	Oatp58Dc-RA	0.039427	NOTEST	0.0099	NOTEST	0.733690	-1.239923	1.737653	0.654885	19.900647	3.088897	5.055696	4.298430	8.681700	7.145400	1	1	1	1
FBtr0079609	CG7781-RA	0.035093	NOTEST	0.0074	NOTEST	0.235581	-2.105558	4.851276	2.548316	8.610230	3.034106	7.149715	4.122470	94.548750	66.412800	1	1	1	1
FBtr0344176	Pde8-RC	0.012521	NOTEST	0.0009	NOTEST	1.611160	-1.069499	2.594681	2.005942	70.852937	8.909561	6.984137	6.696334	6.299295	4.436915	1	1	1	1
FBtr0331505	CG43778-RD	0.012983	NOTEST	0.001	NOTEST	1.376104	-1.034726	2.745210	0.191629	26.331480	46.356997	10.929254	9.260990	29.118350	17.950050	1	1	1	1
FBtr0329978	CG34351-RD	0.036062	NOTEST	0.0079	NOTEST	0.391236	-1.943453	2.366598	-0.616833	14.121448	89.661196	8.796064	11.369239	42.036800	23.580950	1	1	1	1
FBtr0334890	COX5A-RC	0.008325	0.16038	0.0004	0.1583	0.733328	-0.894004	2.238942	2.994618	1.969686	1.014238	0.512770	2.197743	112.169500	97.421550	1	1	1	1
FBtr0077144	Cyt-c1-RA	0.028219	0.106264	0.0046	0.0738	1.308997	-0.272382	2.261235	5.799908	0.346535	3.094806	23.647017	2.113429	161.102500	121.451000	1	1	1	1
FBtr0078413	AcCoAS-RA	0.034078	NOTEST	0.0069	NOTEST	0.814103	-4.441311	2.273296	1.522776	6.272747	3.193353	5.987354	4.376996	85.513300	57.670600	1	1	1	1
FBtr0082457	Jupiter-RB	0.04701	0.099472	0.014	0.0646	0.823005	-0.101287	1.877730	1.590507	1.305292	2.412219	23.723556	2.890583	6.612700	4.999180	1	1	1	1
FBtr0343381	CG9512-RB	0.024682	NOTEST	0.0036	NOTEST	1.373715	-4.480098	1.731792	-0.751085	34.157551	24.571729	7.052668	8.249043	100.113150	29.684950	1	1	1	1
FBtr0088473	trpl-RB	0.029042	NOTEST	0.005	NOTEST	1.302533	-1.215354	1.904666	2.600336	17.354523	18.896276	9.177315	9.196518	154.913000	97.909400	1	1	1	1
FBtr0332356	CG42817-RB	0.037946	0.077316	0.009	0.0386	1.358187	0.135357	2.675329	1.332946	70.377137	97.448456	7.697575	7.225953	13.062750	13.091500	1	1	1	1
FBtr0433531	Sod3-RF	0.035093	0.110036	0.0074	0.079	0.950162	-0.445842	2.298332	1.365509	71.002314	1.867745	5.773391	0.275892	10.933350	7.888015	1	1	1	1
FBtr0072130	TM4SF-RA	0.020585	0.077336	0.0025	0.0387	1.565465	-0.051237	2.253382	1.018732	3.216661	3.648553	0.757497	2.025251	83.374850	34.037400	1	1	1	1
FBtr0089451	anne-RG	0.018307	0.120029	0.002	0.0935	1.726239	-0.508963	2.854880	2.618320	1.636787	57.715448	2.877428	6.458509	33.720300	24.610700	1	1	1	1
FBtr0080362	Patsas-RA	0.049033	NOTEST	0.0155	NOTEST	0.634581	-1.113860	3.031581	0.754272	1.520168	5.393209	1.307126	3.367865	7.698275	4.855115	1	1	1	1
FBtr0333835	Rdl-RF	0.010993	0.096183	0.0007	0.0604	1.635650	-0.121168	2.252305	1.636974	5.007867	14.309579	5.409389	5.959908	121.741000	84.512300	1	0	1	1
FBtr0078847	CG2016-RB	0.004004	0.122129	0.0001	0.0967	1.852572	-0.525295	2.190231	-0.185630	20.280813	36.270071	22.791767	1.723333	15.662000	8.787375	1	1	1	1
FBtr0087902	Den1-RA	0.030085	NOTEST	0.0053	NOTEST	1.031695	-1.206249	4.022652	1.008690	14.033485	0.752269	0.737046	0.649974	34.171050	27.652950	1	1	1	1
FBtr0087293	Mlf-RB	0.048301	NOTEST	0.0149	NOTEST	1.018395	-1.071111	2.162394	1.511535	9.327420	1.081699	21.767337	0.920266	38.937850	23.089100	1	1	1	1
FBtr0310064	vib-RB	0.024315	NOTEST	0.0035	NOTEST	1.373138	-3.538581	1.509321	0.662407	16.982538	114.453356	4.614124	11.328274	24.735100	15.595200	1	1	1	1
FBtr0082280	CG14687-RA	0.031642	NOTEST	0.0059	NOTEST	1.719569	-1.008094	4.520662	1.451341	3.074573	7.506973	3.575935	1.499254	137.802000	67.201300	1	0	1	1
FBtr0080452	CG16820-RA	0.038318	NOTEST	0.0093	NOTEST	0.497597	-2.454040	2.461948	3.435432	16.044341	4.334830	9.563100	5.062162	7.928900	3.957070	1	1	1	1
FBtr0333220	Mkp3-RD	0.037648	0.154099	0.0087	0.148	0.958904	-0.907801	2.408354	1.486868	7.518571	8.069514	6.714773	6.299958	19.414800	15.515800	1	1	1	1
FBtr0333229	Gpdh1-RF	0.018307	NOTEST	0.002	NOTEST	1.206257	-0.014743	1.916417	1.595116	91.892832	55.343090	4.177662	6.197418	65.617700	49.980350	1	0	1	1
FBtr0308916	CG3556-RB	0.047831	0.121048	0.0146	0.0952	0.778733	-0.541724	2.633888	2.753040	2.432341	3.370814	3.801884	3.667131	36.963700	28.612400	1	1	1	1
FBtr0084702	sosie-RA	0.018893	0.155916	0.0021	0.1506	0.944009	-0.924313	3.400295	-0.032592	0.004032	72.457035	0.133427	4.376420	16.838700	9.999600	1	0	1	1
FBtr0392910	CG5071-RD	0.034839	NOTEST	0.0073	NOTEST	-0.147247	-0.295571	6.066160	1.767964	74.030069	99.119515	4.118623	6.344625	7.356625	6.332490	1	0	1	1
FBtr0085867	CG11550-RA	0.039136	0.151644	0.0097	0.1437	0.940170	-0.822613	2.614262	0.745632	4.396833	70.490342	4.697479	0.167055	48.719700	46.356950	1	1	1	1
FBtr0331400	CG13722-RB	0.018021	NOTEST	0.0019	NOTEST	2.097136	-0.133167	4.045612	1.194232	3.308149	16.200918	3.740504	4.849878	1.677295	0.686683	1	0	1	1
FBtr0083237	CG10407-RA	0.011853	0.159886	0.0008	0.1572	2.206628	-0.932734	2.665718	0.887932	38.049836	5.823997	1.691656	2.173850	5.128545	2.586610	1	1	1	1
FBtr0073439	CG15201-RA	0.009138	0.07788	0.0005	0.0394	1.466515	0.127107	1.642481	0.344796	0.328114	1.226878	0.548289	2.579291	340.788000	329.861500	1	1	1	1
FBtr0073942	NetA-RA	0.043649	0.145898	0.0122	0.1343	1.200578	-0.835212	5.285112	1.007515	70.765798	64.377019	7.739177	6.692130	1.943200	1.472300	1	1	1	1
FBtr0342919	CG17321-RB	0.037946	NOTEST	0.009	NOTEST	0.846411	-1.139209	1.211500	0.026770	57.746392	16.426912	6.564804	8.874446	20.873500	14.597150	1	1	1	1
