FBID	ZT0	ZT4	ZT8	ZT12	ZT16	ZT20
FBgn0031081	31.7477	36.3896	32.4986	31.6118	35.655	36.0759
FBgn0052826	0	0	0	0	0	0
FBgn0031085	0	0	0	0	0	0
FBgn0062565	0	0	0	0	0	0
FBgn0031088	0.0766664	0.105347	0.0611552	0.0178676	0	0.0615954
FBgn0041626	0	0.0497407	0	0	0	0
FBgn0040784	0	0	0	0	0	0
FBgn0031086	0	0	0	0	0	0
FBgn0031082	0.16904	0	0	0	0	0
FBgn0031080	6.88734	2.80409	3.05216	5.35095	4.35584	3.55237
FBgn0052821	0	0	0	0	0	0
FBgn0053217	16.8014	17.779	17.6637	24.4226	17.4139	25.9884
FBgn0052350	23.0084	18.3767	21.4621	26.3202	20.2146	26.5972
FBgn0024733	2388.78	1873.97	1695.91	1822.42	1949.55	2871.28
FBgn0040372	10.1845	9.20983	8.27199	8.31363	7.93551	8.48986
FBgn0000316	25.9271	24.5623	22.4353	21.0711	22.7794	20.9207
FBgn0024989	1.85806	3.02502	1.01924	0.49508	1.13346	2.82642
FBgn0040371	1.04098	0.78527	0.439613	1.14175	0.621755	0.459184
FBgn0029521	1.11262	1.74713	1.22556	1.18546	0.586869	0.908077
FBgn0004034	1.39478	0.886548	0.635764	0.530773	0.262766	0.8233
FBgn0000022	0	0	0	0	0	0
FBgn0004170	0	0	0	0	0	0.0453127
FBgn0002561	0	0	0	0	0.0539406	0
FBgn0000137	0	0	0	0	0	0
FBgn0029522	1.91934	1.43363	1.36535	0.994017	2.74918	1.10017
FBgn0052817	0.473969	0.144774	0.378065	0	0.583387	0.169263
FBgn0029524	0.624805	1.91162	1.46876	0.789841	2.49268	1.84096
FBgn0023536	5.53612	7.48424	5.50547	4.25189	6.6182	5.38188
FBgn0023534	12.1304	10.4864	14.4033	13.7531	9.20077	13.1176
FBgn0023535	2.86038	1.56296	1.72125	1.02927	1.9454	2.41905
FBgn0023537	69.1131	64.4675	62.5737	62.9734	57.6944	66.8455
FBgn0029525	5.9725	5.9107	5.00587	5.16797	5.31463	6.60088
FBgn0029523	5.55626	3.65834	4.37275	3.46885	3.70906	4.25149
FBgn0010019	0.251663	0.0691578	0.301094	0.516134	0.464549	1.29388
FBgn0011822	0	0	0	0	0	0
FBgn0052816	3.13266	2.41386	1.96644	2.14903	2.40236	2.37439
FBgn0040370	20.3196	19.8153	20.5657	20.9101	20.2502	24.799
FBgn0040373	4.10108	4.69603	4.17938	3.96802	3.88433	4.17921
FBgn0000108	197.245	178.119	168.521	154.951	145.173	135.525
FBgn0025640	9.23389	10.0325	8.17933	6.00617	8.67175	5.8085
FBgn0025635	3.95568	3.67162	3.84494	3.81205	4.10899	3.3114
FBgn0001341	3.53195	2.89129	2.32582	2.18591	3.5514	2.97855
FBgn0003575	6.37938	4.79609	4.69576	4.13426	4.83997	5.96613
FBgn0025634	5.85295	4.15438	4.57602	5.31221	5.5813	5.19032
FBgn0025638	58.0096	50.324	43.3607	43.9904	50.0048	47.2901
FBgn0040383	14.3267	9.53379	8.52934	9.73186	10.3629	9.30871
FBgn0040382	229.869	287.514	246.569	226.153	306.889	387.124
FBgn0027343	1.01698	1.02634	1.01111	1.19811	1.20532	1.22487
FBgn0025621	16.2207	18.7116	16.7523	13.153	17.0872	16.4203
FBgn0029535	0	0	0	0	0	0
FBgn0026874	0.0853003	0.03907	0.0340211	0.159053	0	0.137066
FBgn0025616	0	0	0.0521044	0	0	0.0349867
FBgn0015799	11.5498	11.8976	10.9093	11.4098	10.6749	10.4389
FBgn0025620	15.5151	13.017	13.4769	12.4481	11.4979	9.22911
FBgn0015288	1288.64	726.324	1312.11	1866.11	1164.64	1356.35
FBgn0029532	0.038335	0.0351469	0	0	0	0.0821401
FBgn0029531	0	0	0	0	0.0650208	0
FBgn0025639	11.0483	9.52966	8.87554	8.54808	8.44504	9.16543
FBgn0002579	2350.03	1723.85	1770.11	2009.25	1824.36	1904.31
FBgn0026879	206.495	206.147	185.558	129.392	217.309	190.206
FBgn0029529	11.7576	4.3404	6.43916	8.34398	8.26087	8.08347
FBgn0025633	14.401	9.99147	10.1156	9.44035	10.1538	12.0613
FBgn0040892	0	0	0	0	0	0
FBgn0040341	0	0	0	0	0	0
FBgn0029539	0	0	0	0	0	0
FBgn0040339	20.3434	16.2465	17.1637	17.5074	21.1848	18.3002
FBgn0052815	8.23638	7.67015	7.78429	5.93185	7.31401	6.08415
FBgn0040340	23.2647	22.8421	22.7456	25.5727	22.1714	20.9551
FBgn0040347	1.04363	0.906996	1.25939	1.24742	1.53139	1.77729
FBgn0042146	0	0.205591	0.179023	0	0	0
FBgn0029552	0	0	0	0	0	0
FBgn0040337	6.90864	4.3905	5.13197	6.96424	4.66322	6.56814
FBgn0040398	187.747	241.3	195.063	205.601	210.053	232.097
FBgn0040365	0	0	0.579371	0.169289	0	0
FBgn0040397	15.2524	21.0722	19.575	12.9225	20.0167	15.3665
FBgn0026143	6.93547	6.75776	4.43409	4.43172	7.14493	5.45386
FBgn0040351	24.8482	28.6605	30.0825	25.4358	31.5848	28.3846
FBgn0040338	0	0.183548	0	0.186805	0.554832	0
FBgn0040350	0	0	0	0	0.0257807	0.0299207
FBgn0040349	7.70429	12.3883	13.141	21.7776	12.1799	11.6773
FBgn0040348	7.17682	8.8702	7.03332	4.8855	7.75998	8.4447
FBgn0040346	12.535	13.7794	11.9352	8.97822	14.582	12.8312
FBgn0040342	0	0	0	0	0.0718213	0
FBgn0040345	0	0	0	0	0	0
FBgn0040343	2.66108	3.96126	3.07792	0.868541	0.982732	1.14026
FBgn0052814	0.627003	0.527997	0.691942	0.50897	0.935262	0.468771
FBgn0040364	5.31462	2.82045	3.80638	3.09512	3.38824	3.36409
FBgn0040362	0	0	0	0	0.0813897	0.0472295
FBgn0040361	0	0	0.0339351	0.0396626	0	0
FBgn0040360	0.215714	0.316171	0.378556	0	0.199109	0.0924327
FBgn0040359	0.0208849	0	0	0.0194713	0.0192766	0.0671295
FBgn0040358	0.175907	0.0402851	0.0526189	0.0409998	0.162366	0.117774
FBgn0029568	0	0.0341652	0	0	0	0
FBgn0040357	0	0	0	0	0	0
FBgn0040367	0	0	0	0	0	0
FBgn0025642	0.670569	0.307158	0.481896	0.750004	0.370924	0.286145
FBgn0004650	0.131129	0.210213	0.0719116	0.0840487	0.143729	0.175588
FBgn0024362	15.793	14.1956	10.9424	12.1305	11.8297	12.5809
FBgn0024361	0	0.0675615	0.364511	0.41256	0.340401	0.158013
FBgn0024364	4.95338	6.27628	5.52061	4.10017	7.13587	6.37247
FBgn0029573	0.213873	0	0	0.398791	0.19741	0
FBgn0024987	44.6953	62.0143	51.3242	38.7616	54.0596	46.8855
FBgn0023169	59.2884	76.8711	67.6965	60.4259	63.9532	65.8195
FBgn0052813	8.24166	8.47091	8.21933	6.40188	8.92332	7.99572
FBgn0024985	65.9711	81.2187	70.6302	64.2008	67.7896	71.4486
FBgn0027794	3.22177	3.31271	2.13724	2.26809	3.48962	3.64498
FBgn0027795	0.657068	1.14047	0.965501	0.580349	0.798012	0.815015
FBgn0024986	48.3068	49.5742	49.5239	45.8881	51.4068	50.5034
FBgn0000826	0.286362	0.20986	0.045685	0	0.105728	0.122705
FBgn0024365	8.5255	7.79694	7.30981	8.02776	6.23254	6.42795
FBgn0024360	3.34211	3.01941	2.62906	2.48971	3.61782	2.00223
FBgn0024366	0.184286	0.0798991	0.0294001	0.0929349	0.092008	0.0667359
FBgn0025641	31.2473	40.8483	42.2677	30.6437	31.1068	33.7354
FBgn0052811	0.257893	0.472523	0	0.480246	0	0
FBgn0028550	23.8346	25.4786	26.9964	28.8349	27.7237	27.9668
FBgn0026876	1.22505	1.67441	1.14782	0.960833	1.52561	1.35398
FBgn0040366	7.67859	8.07582	7.03548	6.13935	8.17609	6.17787
FBgn0040363	0	0.0244633	0.021302	0.0497947	0.073948	0
FBgn0040368	0	0	0	0.0339244	0	0.0389797
FBgn0026872	17.6744	16.1943	16.4734	15.3952	16.5878	12.9483
FBgn0029580	1.61044	2.97362	2.27009	1.05983	1.5739	2.13107
FBgn0025383	0	0	0	0.0553352	0	0.127162
FBgn0025381	36.3964	36.5809	37.0168	36.1832	35.7321	33.5032
FBgn0025394	24.2708	25.0997	23.1977	19.3746	24.1815	24.4986
FBgn0000482	4.13362	4.25588	4.05818	2.94797	4.22302	3.38727
FBgn0001189	20.8777	24.0956	19.1141	17.4067	22.9324	21.7212
FBgn0029587	0.0531743	0.0378359	0.0282773	0	0.016395	0.0380242
FBgn0024897	2.07751	0.444943	0.473481	0.251552	0.523031	1.18509
FBgn0025391	11.7641	14.7771	13.2686	10.9643	11.2622	9.19425
FBgn0025378	0	0	0	0	0	0
FBgn0023130	3.82596	3.8863	3.4462	3.20302	3.81976	4.18231
FBgn0023530	16.1061	17.5267	17.7523	17.46	22.8384	14.3938
FBgn0025390	11.091	10.5696	9.10394	7.64576	8.54479	8.37411
FBgn0025393	1.42997	0.93569	0.488888	0.190454	0	0.875342
FBgn0003517	521.182	417.535	389.642	388.258	382.202	404.438
FBgn0044508	18.3923	0	0	0	0	0
FBgn0025382	0.496017	1.26514	1.25466	0.5365	0.885585	1.06271
FBgn0052808	1.03125	0.61126	0.77421	0.791776	0.895868	0.779791
FBgn0027791	1.60552	2.03899	1.80461	1.76899	2.18922	1.60263
FBgn0027793	0.0781624	0.143203	0.187046	0	0.216437	0.167461
FBgn0052806	0	0	0.0692883	0	0	0
FBgn0026873	7.80619	6.57627	6.44216	6.00834	6.70147	7.74654
FBgn0023513	1.75483	1.75631	1.56829	1.93904	1.99471	1.49684
FBgn0014411	17.7717	26.3629	21.3533	17.3597	23.8431	21.4056
FBgn0023514	16.2815	22.7547	20.6467	12.9739	19.2349	15.5035
FBgn0029594	22.8756	18.3525	17.7386	16.1934	19.51	16.6368
FBgn0023519	15.1794	11.4961	9.91519	9.80658	11.6949	11.8442
FBgn0023509	4.06042	2.96978	3.13651	2.67833	2.94798	2.37256
FBgn0023510	15.3933	16.5026	13.1177	11.2387	13.4411	15.252
FBgn0023508	9.71801	12.5985	10.9938	9.6288	10.9139	9.58795
FBgn0023522	8.44662	8.45742	7.96206	6.95464	8.17448	7.49904
FBgn0023521	4.3382	5.29872	3.55277	3.23564	4.80511	3.96565
FBgn0025627	0.466875	0.694985	0.605284	0.598497	0.430935	0.937779
FBgn0025630	5.14254	5.38936	4.30596	3.30994	4.61398	4.28988
FBgn0025629	8.47365	8.82388	9.12802	9.58811	10.6291	7.21534
FBgn0025628	44.3011	45.6779	44.6184	44.2597	43.0033	43.8311
FBgn0029596	0.21818	0.399731	0	0.203411	0.0671283	0.155815
FBgn0025626	10.36	10.4627	10.9904	7.79822	9.81724	8.43723
FBgn0025625	9.28478	8.54345	9.17279	9.51896	7.62954	7.76315
FBgn0025631	36.731	46.8596	49.583	45.7095	41.0173	51.0453
FBgn0026878	4.35787	3.71647	3.59578	5.0432	2.42722	3.13886
FBgn0000667	39.3141	45.7164	39.4462	33.5382	39.0741	39.1704
FBgn0003964	9.64879	7.32765	7.76855	7.20484	7.36256	7.52816
FBgn0023545	21.5003	16.7794	15.3188	14.4985	13.7279	14.7583
FBgn0023520	1.7348	1.54441	1.13044	1.09343	1.62381	1.75369
FBgn0023512	13.6424	18.7459	21.1146	18.6878	21.7465	17.4823
FBgn0023511	28.9347	40.4525	36.4499	28.312	28.3472	37.765
FBgn0052801	0.63942	2.92873	2.66367	1.25851	1.24623	0.608902
FBgn0023518	5.68342	6.59272	5.30554	4.62047	5.04808	5.36467
FBgn0026088	66.9484	28.0885	32.3526	33.0246	33.6841	37.0457
FBgn0026089	45.5081	22.1907	23.5579	22.2146	28.3144	20.0876
FBgn0023517	9.50526	9.3327	10.0262	9.00172	12.7775	9.40881
FBgn0023516	13.67	11.6841	10.9444	10.1962	11.9364	12.2401
FBgn0023515	0.509619	0.378325	0.597939	0.309285	0.860278	0.473826
FBgn0028969	34.4571	35.0933	34.3985	27.3252	34.5749	31.162
FBgn0026090	23.6953	14.134	18.7182	16.306	16.2984	15.5254
FBgn0029590	0.242092	0.074013	0	0.0752333	0	0.0864443
FBgn0025624	38.8019	49.0988	41.9511	45.7001	40.9248	35.4741
FBgn0040395	54.6317	56.5303	61.3571	64.3221	67.3658	77.3403
FBgn0000382	60.2538	50.9874	47.4671	45.3988	52.9112	48.3945
FBgn0023507	57.4086	53.6795	43.8383	42.9395	36.5653	39.2687
FBgn0004654	16.855	20.1436	17.7946	16.2783	17.0737	15.0014
FBgn0023540	26.6872	21.1035	19.1406	21.536	23.2738	31.145
FBgn0025839	57.602	30.4432	29.41	27.1491	36.5765	35.1859
FBgn0011576	20.0614	19.6946	20.4104	18.4558	15.4771	15.4852
FBgn0015036	1.22577	0.531888	0.540346	0.51125	0.744353	0.587446
FBgn0003116	14.9916	22.0998	20.5791	15.7409	22.2007	16.7223
FBgn0040899	18.9274	8.66929	12.4193	9.10771	14.3708	10.7919
FBgn0040900	1.96504	1.86287	1.58243	0.81246	1.20919	1.40336
FBgn0024984	0	0	0	0	0	0
FBgn0023549	4.70708	4.91158	4.6495	5.96729	4.35556	5.16882
FBgn0029606	0	0.0692213	0.542485	0.211348	0.0697477	0.161895
FBgn0003048	4.42243	4.80351	4.8834	4.53661	4.81977	4.93507
FBgn0000810	14.6172	20.6145	16.3559	14.2604	17.6733	15.5603
FBgn0023523	0.24526	0.359475	0.391277	0.0457316	0.407485	0.262732
FBgn0023527	5.04646	6.433	5.89268	4.27972	6.45385	6.904
FBgn0040391	0.0725919	0.0332175	0.0867747	0	0	0
FBgn0053218	0	0	0	0.307602	0.30454	0
FBgn0003079	9.09807	9.71803	9.70818	6.80176	8.98396	8.03579
FBgn0003159	22.135	27.0706	24.1565	19.18	22.3922	21.4672
FBgn0040389	5.26826	2.75547	1.57931	2.0494	2.06655	1.85899
FBgn0044047	95.2321	89.5868	85.7517	71.2893	79.7626	86.1914
FBgn0040392	2.07525	3.23648	2.60687	3.2939	3.17956	3.16972
FBgn0023526	21.9991	24.2899	22.0175	21.3526	22.4848	23.4999
FBgn0023529	25.6103	26.0197	22.1966	17.5624	26.5304	20.3124
FBgn0023528	32.1332	30.7218	27.5151	26.3913	26.9844	26.1856
FBgn0027296	23.5412	25.9049	23.921	20.6622	24.6151	24.5158
FBgn0023524	6.78164	6.33916	5.76001	4.89017	6.12701	5.76732
FBgn0023525	3.38278	2.83434	2.51391	2.02997	3.28115	2.08576
FBgn0000377	7.97452	7.39503	6.67427	7.43472	9.94256	10.7768
FBgn0001330	2.19143	2.66413	2.02399	1.31295	2.70486	2.17124
FBgn0004397	22.9476	30.8687	30.2715	24.4287	19.0268	22.6465
FBgn0023550	0.847926	1.61823	1.32456	0.823469	0.847877	0.681249
FBgn0029603	0.492553	0.489707	0.391075	0.321928	0.212481	0.369981
FBgn0023542	9.33961	10.6945	9.70601	8.49279	10.2598	10.2868
FBgn0023541	0.246585	0.548659	0.224803	0.295596	0.292685	0.679333
FBgn0005670	8.22562	13.2032	12.627	12.394	12.0162	11.5998
FBgn0004655	7.18284	7.79579	7.3988	6.39092	8.2098	8.69247
FBgn0013432	20.2665	19.7037	21.6566	17.9143	25.1478	19.6621
FBgn0004861	9.57133	7.80793	8.42659	8.06482	8.08567	9.66918
FBgn0004860	4.72655	2.95721	3.39869	3.60028	3.04825	3.58862
FBgn0040394	9.4029	13.086	11.3469	8.40115	12.4067	12.1067
FBgn0040376	1.7121	1.56838	1.65023	1.26366	1.58031	1.29913
FBgn0040066	20.8623	19.9761	17.7948	17.1392	16.5872	14.1298
FBgn0001404	61.6233	72.0128	70.491	68.2099	75.357	74.3766
FBgn0040336	5.81298	5.48088	5.54165	5.55168	6.56949	8.20154
FBgn0040333	0.0490225	0.0449072	0	0.0228496	0.0226213	0.0525146
FBgn0040334	9.62665	9.63397	10.3829	7.30937	10.198	9.49094
FBgn0029629	43.3007	36.1285	33.9341	28.9198	35.5851	30.4489
FBgn0011566	5.96245	5.86086	5.21036	4.43459	7.57502	6.02838
FBgn0011606	0.906515	1.22902	0.906295	1.0818	1.18258	1.03583
FBgn0040375	13.651	13.5077	11.2751	9.88895	11.5421	7.42477
FBgn0040377	16.1262	16.7155	17.4486	11.7572	17.6154	16.1399
FBgn0040388	2.53849	1.95909	2.5438	2.33969	2.19324	2.25018
FBgn0003714	47.7487	48.8153	44.2828	38.16	46.6401	55.7045
FBgn0001150	1.65575	1.09207	1.10944	1.17319	0.855847	1.06423
FBgn0052797	0	0.0656178	0	0	0	0
FBgn0040385	0	0	0	0	0	0
FBgn0003371	135.945	125.909	117.361	125.996	113.467	122.102
FBgn0003068	3.75902	7.4537	16.4499	16.1255	11.4429	4.52277
FBgn0024993	1.05292	1.04637	1.12122	1.30912	1.37037	1.59041
FBgn0024996	18.9526	20.5937	15.5871	13.1152	18.9967	13.6159
FBgn0024997	2.31053	2.41566	1.3222	0.842921	1.97041	1.61422
FBgn0024991	2.33602	3.44398	2.18368	2.38208	3.13325	2.48289
FBgn0000928	0.1584	0.145104	0.0758116	0.0738391	0.175449	0.0678739
FBgn0000927	0	0	0	0	0.0237283	0
FBgn0000520	2.23554	2.52662	2.01484	1.48873	2.70662	1.95939
FBgn0024975	1.92454	2.30085	2.02954	1.52056	2.83018	2.48096
FBgn0040356	0	0	0	0	0	0
FBgn0003996	0.024321	0.244952	0.135735	0.158651	0.0897579	0.0781499
FBgn0040384	26.1295	21.454	17.6737	16.6331	16.4832	21.3498
FBgn0024980	26.542	31.3219	21.1293	12.8677	19.58	22.546
FBgn0000376	5.88877	4.72625	5.22171	4.26259	4.46483	4.75693
FBgn0024973	9.02819	8.20573	6.37642	6.55392	8.13792	8.73948
FBgn0024998	2.09035	2.2705	1.69125	1.22499	1.62624	1.34356
FBgn0024995	3.73497	3.9591	2.80906	1.74107	4.03846	3.31515
FBgn0024994	6.78008	5.65661	7.02548	6.85889	6.89859	7.32627
FBgn0024992	9.93214	11.0059	11.6768	9.93406	13.6692	11.405
FBgn0000092	0.837156	2.06469	1.13009	0.780488	0.534956	0.965779
FBgn0025838	0.140377	0.0642966	0.167963	0.196312	0.453498	0.0751885
FBgn0011276	0.0426154	0.546535	0.203961	0.0794615	0.275345	0
FBgn0004647	10.2641	16.523	16.1611	14.8317	16.896	16.0341
FBgn0040396	9.67295	9.91378	5.42406	7.05383	9.37036	7.07903
FBgn0000479	85.3175	80.7685	81.1511	84.0454	75.6233	70.4151
FBgn0002933	0.324809	0	0.259848	0	0.149903	0.173974
FBgn0003374	0.139255	0.127566	0.166944	0.195007	0.257071	0.298351
FBgn0029660	0.40303	0.359927	0.562574	0.657547	0.527908	0.755579
FBgn0029662	0.0213464	0	0	0	0	0
FBgn0029661	0	0	0	0	0	0
FBgn0029659	0	0.0502503	0.131191	0	0.0512591	0
FBgn0029658	0	0	0	0	0	0
FBgn0052493	0	0	0	0	0	0
FBgn0029657	0.199724	0.124515	0.0892685	0	0.201666	0.0893169
FBgn0029656	0.10759	0.164265	0.0859889	0	0.0662055	0.115255
FBgn0003086	0	0	0	0	0	0
FBgn0010296	0	0	0	0	0	0
FBgn0010295	0	0	0	0	0	0
FBgn0010294	0	0	0	0	0	0
FBgn0040393	0	0	0	0	0	0
FBgn0000644	0.480356	0.251448	0.218954	0.255909	0.12668	0.220533
FBgn0028746	20.5868	23.1112	20.1212	14.6502	25.0861	22.1982
FBgn0040355	0	0.145378	0.236187	0.110438	0.163998	0.19038
FBgn0052793	0.0420767	0.0770707	0.0503331	0.0196157	0.0582484	0.0450872
FBgn0029642	0.163706	0	0	0	0	0.0877567
FBgn0025645	0	0	0	0.115268	0.0570694	0
FBgn0029643	0	0.0699789	0	0	0.0352664	0.0409602
FBgn0029644	0.161183	0	0	0	0	0
FBgn0029645	0.0617664	0	0	0.0575752	0	0.0662049
FBgn0029646	0	0.0485822	0	0	0	0.113681
FBgn0029647	0	0	0	0	0	0
FBgn0029648	11.745	11.3346	11.3541	13.3065	11.8929	9.39307
FBgn0028369	8.60686	7.71937	9.36565	10.4966	9.6181	8.33736
FBgn0029649	0	0	0	0	0	0
FBgn0003285	2.49132	2.81136	2.47523	2.33341	2.65514	2.3172
FBgn0025644	0	0.0566892	0	0.115404	0.114255	0
FBgn0029639	32.2861	26.582	26.6229	38.5953	32.4518	19.2028
FBgn0040354	0	0.0418315	0.109317	0	0	0.0972474
FBgn0040353	0.0578077	0.158788	0.368712	0.16162	0	0.247646
FBgn0040352	0.0732727	0.0670908	0.0584194	0	0.0676207	0.235444
FBgn0029664	13.1251	16.9095	15.489	14.4976	22.2844	16.8705
FBgn0029666	22.0706	26.0239	26.1103	25.6339	25.088	24.8359
FBgn0029669	1.27556	0.725905	1.47475	1.60065	2.31748	1.13206
FBgn0052792	0.548402	0.797855	0.334515	0.661659	0.536325	0.345642
FBgn0044046	0.124057	0.0568216	0.0989575	0.231319	0.229015	0.265789
FBgn0023215	28.1421	25.8494	25.2921	26.4822	18.1242	19.4045
FBgn0015286	42.9292	32.2188	39.4974	45.8441	29.3199	33.5188
FBgn0023216	4.25968	4.86839	3.7754	3.15185	4.53507	3.33181
FBgn0029672	14.4077	12.8656	10.8456	10.4866	11.3151	10.9581
FBgn0052791	3.71519	3.13909	3.66262	3.54462	3.45903	3.71254
FBgn0029667	0.192743	0.0829888	0.0963413	0	0.0282334	0.161788
FBgn0029665	7.4833	5.51755	4.87732	6.29613	6.73982	6.06137
FBgn0029663	14.6884	16.2991	16.6721	14.6813	16.3982	16.2596
FBgn0052785	0	0	0	0	0	0
FBgn0025118	0	0	0	0	0	0
FBgn0028491	11.1878	13.083	11.0862	11.4434	11.3471	12.3539
FBgn0029681	0.0582277	0.05334	0.0464471	0	0.0268728	0
FBgn0029686	2.00794	2.0348	2.33628	2.4094	1.80784	2.71459
FBgn0052786	0.033669	0.0462642	0.0134285	0.109865	0.0932319	0.0541014
FBgn0052783	0.0168399	0	0	0	0	0.0541188
FBgn0029687	140.301	168.765	166.94	193.864	201.823	246.424
FBgn0029690	0.156083	0.200174	0.0498005	0.116414	0.0864399	0.10032
FBgn0029689	9.67059	9.26149	10.9533	12.7824	11.3219	9.3729
FBgn0029688	27.8992	25.5965	25.7187	22.7953	24.435	26.5569
FBgn0029685	10.093	9.57094	9.03731	9.2802	9.12013	11.4963
FBgn0019661	28.4953	47.1769	38.6088	41.3893	108.276	97.1386
FBgn0029694	0.0507172	0.0464599	0	0	0	0
FBgn0000221	2.17697	1.72577	2.07047	1.6393	1.70025	1.74904
FBgn0026084	211.981	373.088	286.922	222.071	299.784	279.888
FBgn0026085	0.593964	0.634829	0.231833	0.405036	1.31142	1.1171
FBgn0026083	16.6146	18.9614	17.5242	16.5537	15.9215	16.0391
FBgn0066114	3.07808	3.06643	2.97708	3.4078	3.12526	3.05006
FBgn0029697	0.0128251	0	0.0102303	0	0	0.0137387
FBgn0029701	0	0	0	0	0	0
FBgn0029702	0	0	0	0	0	0
FBgn0029706	10.4021	18.256	16.4555	13.6969	14.934	15.0034
FBgn0029707	0.0811941	0.148757	0.0647669	0.0756981	0.0749441	0.0434892
FBgn0029705	0.181318	0.0332664	0.202474	0.0676136	0.033558	0.233132
FBgn0040907	67.4853	43.4675	55.2335	75.3696	72.6723	157.011
FBgn0002707	3.45483	2.94721	2.9218	2.28214	2.9777	3.3911
FBgn0040906	1.33523	1.83473	1.24037	0.207472	1.02704	0.918614
FBgn0029703	0	0	0	0	0	0
FBgn0040905	0	0	0	0	0	0
FBgn0040904	0	0	0	0	0	0
FBgn0029700	0	0	0	0	0	0
FBgn0052774	0	0	0	0	0	0
FBgn0041252	0	0	0.0659989	0	0	0
FBgn0029696	0	0	0	0	0	0
FBgn0000635	51.1664	61.8469	64.7153	58.7611	57.507	61.6197
FBgn0026080	8.39194	11.274	9.0183	7.00252	9.26613	7.49706
FBgn0026079	6.22424	7.62371	7.6985	7.08524	9.2094	9.63941
FBgn0004832	4.28164	3.23584	3.8423	2.2454	4.34726	3.32533
FBgn0029693	10.1106	8.45958	8.81945	7.01095	8.33705	9.58214
FBgn0000179	10.0184	13.4068	13.7747	12.2606	13.5127	14.2761
FBgn0029708	34.5952	33.4502	33.1	28.8573	31.8316	30.1207
FBgn0029709	62.8444	63.1435	53.0507	55.0258	64.8663	63.1103
FBgn0029710	4.24058	3.14622	2.62782	2.8753	3.33188	3.45396
FBgn0029712	7.07863	3.41653	4.67504	5.2512	4.91787	6.68606
FBgn0029714	10.9476	7.3502	7.59364	7.16362	8.03372	6.92001
FBgn0029716	0	0	0	0	0	0
FBgn0022768	7.58429	9.75646	8.41186	7.08872	8.08493	8.51343
FBgn0029715	43.3174	50.6762	48.2041	47.2546	48.9229	52.1953
FBgn0029713	3.02953	3.76256	2.85809	3.09604	4.59781	4.68081
FBgn0029711	13.4636	11.5477	11.1129	10.8742	12.6874	11.5109
FBgn0003210	13.8769	11.7462	12.3083	13.4132	12.0448	11.562
FBgn0052773	0.335549	0.0512304	0.17844	0.156418	0.0516199	0.23967
FBgn0011760	287.937	299.087	236.058	217.682	252.709	214.591
FBgn0028325	108.988	135.19	104.772	84.9822	106.223	86.0265
FBgn0029722	0.0311798	0.2285	0.0746145	0.0581385	0.230238	0
FBgn0029727	0.175858	0.134247	0.140278	0.0546514	0.135268	0.188386
FBgn0029729	0.158697	0	0	0	0	0.0850013
FBgn0029730	0.825812	2.2007	2.9643	2.27474	3.08362	3.37772
FBgn0029733	0	0	0.0250207	0	0.0289524	0
FBgn0052772	24.5857	23.2894	21.9353	20.1573	20.7402	20.4522
FBgn0029737	15.9428	17.756	15.4362	14.3605	12.9221	13.4052
FBgn0004368	25.1559	23.6238	21.6862	20.0999	19.9231	23.3986
FBgn0029740	0	0	0.0558379	0	0.162027	0
FBgn0061196	0	0.143904	0.041752	0.0487993	0.0966622	0.0561181
FBgn0029728	0.0977503	0.100293	0.0363887	0.076542	0.0673564	0.0586265
FBgn0029726	0	0	0	0	0	0
FBgn0029725	0	0	0	0	0	0
FBgn0025679	0	0	0	0	0	0
FBgn0029724	0	0	0	0	0	0
FBgn0029745	0.943398	1.56635	1.59899	0.989418	1.68699	1.64236
FBgn0029746	7.96366	9.29143	9.15868	7.6139	9.36979	9.01683
FBgn0003449	57.8993	48.2792	52.5668	53.9801	51.8437	50.008
FBgn0011761	0	0.0838889	1.0227	0	0.0845265	0.0980995
FBgn0029753	0	0	0	0	0	0
FBgn0029755	1.96709	2.03131	1.3694	0.966984	1.28747	1.37927
FBgn0014024	9.32741	9.38259	8.91746	6.37148	10.3478	9.70356
FBgn0029754	0.248697	0.0854329	0.0247976	0.173897	0.143471	0.133207
FBgn0029752	0.0577799	0.15898	0.0921796	0.161807	0.212854	0.185914
FBgn0029751	0.0546963	0.0501053	0.0872601	0	0	0
FBgn0029750	0	0.019736	0.0515565	0.020086	0.019886	0
FBgn0029747	0.0272729	0	0	0	0.0251794	0
FBgn0052767	28.7354	36.2996	35.6594	35.9273	37.6865	40.0452
FBgn0026751	3.90064	3.57321	3.8204	4.0509	5.78796	3.12067
FBgn0010014	95.2362	130.648	98.2521	79.8324	113.649	110.646
FBgn0029761	89.2775	87.5039	82.6982	76.2772	70.7599	88.0652
FBgn0029763	9.9897	10.5748	10.5754	9.1468	10.8526	10.2464
FBgn0029765	117.662	156.139	149.91	196.846	107.247	81.0536
FBgn0029766	344.338	488.182	997.327	1188.88	1256.33	416.519
FBgn0029768	26.3009	31.6556	27.7405	22.3929	24.3733	28.7685
FBgn0029770	0.0472779	0	0	0	0	0.0506459
FBgn0029771	36.2817	48.616	46.3848	47.2759	55.9011	70.8096
FBgn0026702	0.507061	0.483077	0.194147	0.416009	0.374423	0.586639
FBgn0004687	127.381	108.347	112.746	120.133	105.937	142.25
