FBID	ZT0	ZT4	ZT8	ZT12	ZT16	ZT20
FBgn0283639	0	0	0	0	0	0
FBgn0283649	8.12047	7.31539	6.19123	9.38819	7.36621	6.69659
FBgn0283651	7.74918	7.10884	6.70462	8.23331	6.52979	7.33778
FBgn0283652	3.99145	4.03476	3.18699	2.3935	5.04905	4.71923
FBgn0283657	36.2641	35.2556	36.879	39.5057	34.3951	32.1693
FBgn0283658	70.1208	69.3268	64.3143	61.8967	69.6999	77.0011
FBgn0283659	1.91992	1.54296	1.62576	1.48385	1.77247	1.04632
FBgn0283666	47.1446	41.3442	40.2791	35.4615	42.8729	51.2532
FBgn0283678	0	0	0	0	0	0
FBgn0283680	10.1083	10.5389	9.68559	10.3098	8.18625	9.73625
FBgn0283681	5.57738	6.74612	5.63696	6.58972	6.81176	5.57221
FBgn0283682	21.224	22.8518	23.681	23.5835	23.4895	22.5324
FBgn0283712	25.3765	28.6919	28.3589	33.3136	28.4609	30.5099
FBgn0283724	11.3414	10.8844	10.9324	9.21569	10.6421	9.55224
FBgn0283728	0	0	0	0	0	0
FBgn0283741	2.43548	1.97286	2.94524	3.52667	1.86611	2.75417
FBgn0284080	0	0.175205	0	0	0.103778	0
FBgn0284081	0.36428	1.01134	0.378121	0.368913	1.19808	1.32012
FBgn0284082	0.249039	0.537757	0.689338	0.336276	0.182014	0.429759
FBgn0284083	0	0.155164	0	0	0	0
FBgn0284084	1.48022	1.2883	1.40842	1.40982	0.927294	1.45964
FBgn0284220	14.1976	15.7797	15.6824	14.1117	17.6838	16.0598
FBgn0284221	9.05302	8.29688	8.70417	9.33167	8.56715	7.58726
FBgn0284223	0.470849	0.29656	0.00184612	0.797988	0	0
FBgn0284225	139.631	154.103	164.522	156.337	145.411	92.7068
FBgn0284226	0.768984	0.95423	1.6274	1.46414	1.39457	1.03253
FBgn0284228	18.9806	11.224	16.9924	11.4229	10.3983	10.2366
FBgn0284230	63.2715	64.3785	70.0003	101.8	53.4353	58.1249
FBgn0284231	60.2232	67.3754	53.2904	73.0568	54.9945	56.1754
FBgn0284232	7.61126e-05	1.35444e-05	0	7.70808e-05	0.0676915	0
FBgn0284233	0	0	0	0	0	0
FBgn0284234	0	0	0	0	0	0
FBgn0284236	0.100723	0.150756	0.107526	0.0593739	0	0.160194
FBgn0284237	0	0	0	0	0	0
FBgn0284238	1.42979	2.63373	0.559216	2.48951	1.42949	2.98718
FBgn0284243	159.201	184.041	194.958	143.775	151.889	171.99
FBgn0284244	0.251981	0.376691	0.201196	0.353334	0.148748	0.180624
FBgn0284245	2671.33	2876.05	3195.83	2803.63	2527.1	3494.18
FBgn0284246	9.91681	10.0886	7.66446	7.23503	9.22047	8.39761
FBgn0284247	1.5765	2.08944	2.1959	1.94796	1.94347	1.44174
FBgn0284248	679.922	609.08	490.482	447.266	461.163	591.522
FBgn0284249	31.7107	33.0055	32.5829	39.2739	29.7517	30.8102
FBgn0284250	0.498909	0.451667	0.326481	0.417384	0.451671	0.527663
FBgn0284251	5.34613	4.50015	3.61843	4.25714	4.56032	4.71646
FBgn0284252	23.0993	21.9138	22.7639	17.9971	24.9557	25.5805
FBgn0284253	13.1125	13.3102	8.88297	10.1219	11.4496	11.5708
FBgn0284254	4.9485	5.1762	4.71627	4.03953	5.1127	5.94659
FBgn0284255	13.3105	11.5372	12.6487	7.02467	11.2011	8.34665
FBgn0284256	19.6601	18.0898	16.2018	18.5653	20.6774	25.1101
FBgn0284257	104.606	76.4428	77.9012	70.2968	101.877	77.5836
FBgn0284408	37.8728	39.3345	40.2296	40.5418	42.7131	39.6943
FBgn0284409	0	0	0	0	0	0
FBgn0284410	0	0	0	0	0	0
FBgn0284411	0	0	0	0	0	0
FBgn0284412	0	0	0	0	0	0
FBgn0284413	0	0	0	0	0	0
FBgn0284414	0	0	0	0	0	0
FBgn0284415	0	0	0	0	0	0
FBgn0284416	0	0	0	0	0	0
FBgn0284417	0	0	0	0	0	0
FBgn0284418	0	0	0	0	0	0
FBgn0284419	0	0	0	0	0	0
FBgn0284420	0	0	0	0	0	0
FBgn0284421	11.9341	10.8133	13.1461	10.1647	11.9286	12.3072
FBgn0284435	7.88502	9.66692	7.35323	6.99696	8.47569	7.11259
FBgn0284436	11.3061	11.9725	11.5021	8.00352	11.6857	12.0558
FBgn0284442	0.39531	0.383313	0.195488	0.209703	0.392199	0.370361
FBgn0284444	0	0.25574	0.143158	0	0	0
FBgn0285879	6.71216	8.06037	8.63107	6.83444	7.60953	7.85878
FBgn0285892	5.71769	6.29412	5.46327	5.96785	6.35948	5.73722
FBgn0285896	2.46759	3.20698	2.6313	2.63553	2.38	2.49909
FBgn0285910	142.575	129.212	126.431	174.571	114.027	164.173
FBgn0285911	11.9551	10.7145	10.9022	10.9995	11.7833	9.78159
FBgn0285912	0.173161	0.160248	0	0.210437	0.189837	0.179291
FBgn0285913	53.5805	54.7971	51.3519	63.7614	60.7498	80.6742
FBgn0285917	17.8026	19.5066	21.9305	21.8794	21.2073	18.7605
FBgn0285925	679.357	614.855	521.149	627.014	499.216	634.662
FBgn0285926	30.6858	33.3756	38.4548	35.3778	33.4893	29.0443
FBgn0285937	398.736	420.155	375.771	369.979	394.879	391.413
FBgn0285938	0.0257644	0	0.0802301	0	0	0
FBgn0285940	0.0922868	0	0	0	0	0
FBgn0285941	0	0	0	0	0.0528797	0
FBgn0285943	0.0440624	0.0203883	0	0	0	0.0228111
FBgn0285944	122.701	116.514	106.664	112.514	104.78	90.4356
FBgn0285947	273.034	270.498	247.169	165.195	213.861	264.224
FBgn0285948	561.739	570.97	512.959	311.973	444.247	576.216
FBgn0285949	566.65	547.641	590.269	349.908	427.719	517.895
FBgn0285950	530.102	546.864	590.238	352.003	459.532	395.596
FBgn0285951	9.33464	8.98756	7.82976	5.82481	6.82239	11.52
FBgn0285952	2123.75	2245.23	2343.79	2089.68	2179.23	2265.97
FBgn0285954	27.9499	26.358	18.2527	30.3773	25.4411	44.3428
FBgn0285955	27.498	28.1576	28.3035	27.2917	29.0642	24.8119
FBgn0285958	3.11943	2.55731	2.32728	2.92876	2.86804	2.75884
FBgn0285959	8.92523	8.79253	8.96551	11.0798	3.15637	5.96206
FBgn0285962	12.6689	10.123	10.5483	12.3498	10.6952	12.6865
FBgn0285963	19.3362	20.7683	20.3625	17.6791	16.7699	14.5717
FBgn0285966	0	0	0	0	0	0
FBgn0285969	0	0	0	0	0	0.14894
FBgn0285970	0	0	0	0	0	0
FBgn0285971	2.70473	3.34011	2.47565	2.6145	3.09985	2.18937
FBgn0285975	0	0	0	0	0	0
FBgn0285976	0	0	0	0	0	0
FBgn0285991	76.7482	72.7714	70.3497	67.7571	67.9908	85.6149
FBgn0285992	0.499945	0.904242	0.70768	0.693462	0.674645	1.07514
FBgn0285993	0	0	0	0	0	0
FBgn0285994	0	0	0	0	0	0
FBgn0286004	0	0	0	0	0	0
FBgn0286005	0	0	0	0	0	0
FBgn0286006	0	0	0	0	0	0
FBgn0286007	0	0	0	0	0	0
FBgn0286027	3.1157	2.77028	2.75848	2.44383	2.61204	2.90972
FBgn0286028	3.87996	3.16819	3.48589	4.12743	4.14637	4.21987
FBgn0286029	0	0	0.186228	0	0.786753	0.371524
FBgn0286030	0	0.0985055	0.110488	0.107797	0	0
FBgn0286031	3.62596	1.39815	2.50916	2.75407	2.31884	1.25144
FBgn0286032	0.552903	1.79085	0	0.279968	0.303074	0.858715
FBgn0286033	0	0	0	0	0	0
FBgn0286034	0.391673	0.495867	0.329957	0.495041	0.394456	0.385773
FBgn0286035	20.025	12.9722	4.15717	6.08391	13.172	20.7339
FBgn0286036	61.2227	25.3393	52.9439	31.588	47.5619	31.2908
FBgn0286037	30.895	29.0677	32.0711	32.8524	20.3228	28.2569
FBgn0286038	0	0.156091	0	0	0	0
FBgn0286039	2.60505	4.82147	5.40795	2.63814	0	0
FBgn0286040	1.63261	0	1.27098	0.826687	2.23729	0.845202
FBgn0286041	2.95078	1.36549	3.06312	0	0	1.52762
FBgn0286042	15.8294	15.7953	16.145	15.752	14.034	18.6701
FBgn0286051	6.73534	6.07916	5.76132	4.58945	6.70029	8.67418
FBgn0286070	5.85288	7.46381	7.0322	7.05686	6.89167	7.55855
FBgn0286071	4.65601	4.94781	4.38375	4.49232	4.41056	4.63866
FBgn0286075	5.42141	5.16468	5.23432	4.13796	6.48977	5.51015
FBgn0286198	10.6946	9.18816	9.94876	7.2638	9.3417	8.83059
FBgn0286199	0	0.42778	0.221454	0.216061	0.350839	0.0736333
FBgn0286203	27.1256	24.6751	24.2197	39.3954	29.2608	22.9202
FBgn0286204	0	0.0733804	0.0117552	0.0344132	0	0.398789
FBgn0286213	3088.5	2660.75	2942.41	2814.36	1744.26	2332.08
FBgn0035199	1.38477	1.93879	2.37648	1.72299	0.688709	1.05619
FBgn0035203	4.79739	4.47544	4.13635	3.21282	4.07178	6.44939
FBgn0035205	9.6347	9.1042	9.08821	8.20187	10.3186	11.3571
FBgn0035207	44.4864	44.6086	42.1006	35.4976	45.4713	43.2088
FBgn0010246	4.6346	4.98082	5.36458	3.69951	3.84389	7.47997
FBgn0011361	112.758	106.014	84.5814	71.9464	86.0532	106.357
FBgn0010786	30.1814	27.7425	25.6706	20.5966	28.0935	27.9228
FBgn0029514	6.62504	5.97459	4.91198	7.22278	5.18789	5.07469
FBgn0003295	2.87917	3.66363	2.73952	1.48827	3.91267	2.04951
FBgn0052330	0	0	0	0	0	0
FBgn0052328	0	0	0	0	0	0
FBgn0052329	0	0	0	0	0	0
FBgn0011851	0	0	0	0	0	0
FBgn0011852	0	0	0	0	0	0
FBgn0011853	0	0	0	0	0	0
FBgn0052324	0	0	0	0	0	0
FBgn0052320	0.0200401	0	0	0	0.0439399	0
FBgn0011854	0	0	0	0	0	0
FBgn0011855	0	0	0	0	0	0
FBgn0035216	0.0547071	0	0	0	0	0
FBgn0035217	0.0331233	0	0	0	0.0363131	0.0342983
FBgn0004635	30.1171	24.9516	26.5799	23.9222	27.8278	23.2924
FBgn0028567	0	0	0	0	0	0
FBgn0035227	20.4802	19.2237	17.6382	15.694	20.1285	21.6496
FBgn0011204	26.6742	25.4692	28.0893	25.7822	33.0397	33.6076
FBgn0028577	66.2671	64.8737	58.2189	55.9884	58.303	53.5589
FBgn0043458	16.2256	17.3031	16.5472	14.1295	16.3551	15.4401
FBgn0020248	0.791303	0.455705	0.52714	0.772066	0.433756	0.671748
FBgn0052319	0	0	0	0	0	0
FBgn0043865	0	0.0146865	0	0	0	0.0164329
FBgn0035218	0.0462315	0	0.0479882	0.0468197	0	0
FBgn0035213	7.97291	8.2134	6.24042	7.73636	7.72901	9.45603
FBgn0035211	4.62281	4.19144	3.73251	5.20165	3.68515	4.3511
FBgn0035210	0.449748	0.277472	0.466837	0.227734	0.575235	0.543281
FBgn0035208	0	0.19703	0.073667	0	0	4.49055
FBgn0035206	16.8633	16.5089	13.7359	10.2783	13.8655	13.3782
FBgn0035204	11.323	12.9538	13.5902	7.52542	9.17932	9.21686
FBgn0010333	67.8728	64.3588	55.8531	74.8447	58.7612	88.7643
FBgn0035194	0	0.180558	0.101261	0.19759	0.106949	0.101008
FBgn0052318	0	0	0	0	0	0
FBgn0004378	0	0.0241546	0	0.0264331	0.0429219	0.0405376
FBgn0035193	0.534348	0.494499	0.655497	0.245975	0.159765	0.905342
FBgn0035229	17.1839	16.2057	15.6749	13.5611	18.2502	15.9122
FBgn0041342	40.9436	49.5814	41.9544	37.83	42.1691	38.665
FBgn0035231	27.0217	29.0065	27.7494	18.1572	17.0232	13.0278
FBgn0035233	4.86461	5.03816	5.28968	2.81519	5.58722	3.95772
FBgn0035234	0	0	0	0	0	0
FBgn0035236	77.1525	81.2137	73.0052	79.0688	70.5169	67.5854
FBgn0035237	22.8681	25.4353	25.235	20.7561	25.2335	24.2006
FBgn0035244	11.5572	11.0192	9.67626	9.59797	12.3562	12.7341
FBgn0053230	5.90412	7.02454	6.18447	7.38057	6.08351	7.07537
FBgn0013753	17.76	15.7969	14.9007	14.2117	14.6784	14.3394
FBgn0035248	6.36665	4.48904	4.40571	2.30273	3.98844	3.29602
FBgn0013755	0	0	0	0	0	0
FBgn0025712	45.8398	38.9406	36.4418	38.2456	37.4439	43.6698
FBgn0035252	17.9859	17.7953	14.9279	12.1128	14.6235	17.0995
FBgn0035254	2.88132	2.12543	2.55735	2.62194	2.74677	3.37245
FBgn0035257	0.0628972	0.116414	0.0326453	0.0636973	0.206863	2.24677
FBgn0035260	2.13998	1.8888	2.0334	1.4782	1.85787	1.88298
FBgn0035263	0	0	0	0	0	0
FBgn0035266	10.943	11.9186	14.5237	9.49829	10.5239	12.6437
FBgn0035267	4.38248	3.9021	4.23465	3.88775	4.38933	4.16194
FBgn0035268	11.5411	9.59106	9.60347	7.88934	13.014	10.8814
FBgn0027903	1.53463	1.34544	0.838391	0.531683	1.46105	0.79448
FBgn0035272	10.5538	9.5163	9.12897	7.81046	10.6801	16.6713
FBgn0011573	9.81705	12.1971	9.09702	7.25864	10.5762	14.8424
FBgn0035273	0	0	0	0	0	0
FBgn0067864	10.1152	7.70847	6.34404	5.35019	7.59447	9.68029
FBgn0027790	22.112	26.2476	18.3522	14.0026	13.9736	12.2819
FBgn0035280	19.7383	19.8823	19.3483	16.7856	15.8957	13.1727
FBgn0035279	0.297459	0.550594	0.463169	0.527206	0.163017	0.30799
FBgn0025820	7.35622	7.65913	6.93352	5.3948	6.7086	6.67306
FBgn0024510	1.23243	1.09318	1.22606	1.20091	1.11292	1.34084
FBgn0035271	13.1042	11.245	9.89247	6.27352	7.57489	14.3082
FBgn0035270	19.6819	18.2443	20.2284	18.8523	20.0891	19.793
FBgn0013811	0.124889	0.186408	0.20908	0.167275	0.136917	0.233587
FBgn0022702	2.02656	2.70044	2.7184	1.61438	2.07924	2.67853
FBgn0035265	0	0	0	0	0	0
FBgn0035264	0.221314	0.229043	0.0811241	0.118722	0.271321	0.366183
FBgn0027594	30.5956	27.2112	25.8236	23.26	28.0708	29.052
FBgn0035262	3.11526	2.73115	2.74425	2.42836	2.85346	2.77983
FBgn0035256	0	0.0228005	0.025574	0	0	0
FBgn0035255	1.19578	1.96731	1.79287	2.48926	1.52943	0.756626
FBgn0026372	470.562	514.064	482.21	324.654	407.611	494.532
FBgn0035251	22.4064	23.7575	23.0223	21.0836	27.4482	28.6941
FBgn0035249	2.2996	2.46063	2.08861	1.74664	2.36349	2.04618
FBgn0025725	21.2912	23.1375	21.5805	18.011	22.0455	21.3969
FBgn0035247	10.2072	10.4115	7.32052	8.67333	10.1321	12.2429
FBgn0013342	494.215	532.041	483.127	424.818	502.259	385.04
FBgn0035245	7.02786	7.96564	6.25559	6.29354	6.64576	7.02439
FBgn0035246	82.2016	73.6566	69.8436	75.1563	72.6884	85.3195
FBgn0035243	5.65662	5.31922	3.7881	4.71222	4.40097	6.32921
FBgn0035241	0.172286	0.20848	0.0962942	0.147635	0.276051	0.164657
FBgn0035238	20.7004	16.791	19.0413	10.2624	18.1612	13.6723
FBgn0035235	3.19034	3.06307	2.22154	3.05033	2.48442	2.79394
FBgn0035232	42.57	42.265	39.4051	36.2278	36.5482	39.9959
FBgn0052313	0.270428	0.333912	0	0.365409	0.197541	0.280013
FBgn0035228	24.0323	22.2141	23.3718	16.1211	25.7003	29.6213
FBgn0035283	34.4344	37.4011	32.0481	27.8781	31.2299	23.0525
FBgn0035285	115.917	108.03	106.446	115.754	94.9625	95.7907
FBgn0035286	0.115401	0.249204	0.199653	0.23375	0.0421614	0.278819
FBgn0052312	0	0	0	0	0	0
FBgn0035294	3.36341	2.81331	2.58487	1.86686	2.9073	3.38203
FBgn0035295	0.534238	0.709356	0.988527	0.423417	0.585686	0.769603
FBgn0035298	7.04427	6.59067	6.40884	4.68695	4.72477	7.53213
FBgn0035300	0.104349	0.0965677	0.108314	0.246579	0.114398	0.144058
FBgn0035299	0	0	0	0	0	0
FBgn0027547	30.8424	26.1861	26.2298	21.7962	26.5444	25.1196
FBgn0002872	1.38965	1.17807	1.05371	0.856062	1.42927	1.08208
FBgn0035293	32.1613	21.336	22.5673	18.3669	32.4182	32.503
FBgn0035290	18.9305	22.5775	14.547	11.1979	13.0615	24.4732
FBgn0035287	42.4417	36.8643	31.7838	28.0715	32.1968	34.8381
FBgn0042712	5.35239	5.27668	4.85562	3.86532	5.5621	8.31344
FBgn0004636	47.341	52.7421	46.4471	58.7257	36.9294	45.2723
FBgn0035282	1.12497	0.441668	0.424622	0.690471	0.859038	0.811844
FBgn0035281	1.64277	1.52082	1.70597	1.40382	1.29445	0.637849
FBgn0035313	0	0	0	0	0	0.0367076
FBgn0035315	0	0	0	0	0	0.108285
FBgn0035317	0.397236	0.175054	0.176713	0.124518	0.145163	0.127307
FBgn0040507	0.355044	0.396573	0.317692	0.210675	0.30866	0.304214
FBgn0052301	0	0	0	0	0	0
FBgn0052305	0	0	0	0	0	0
FBgn0015359	4.7998	5.37699	4.03818	4.60502	6.81294	6.38217
FBgn0035323	6.93719	5.70654	7.08649	5.46423	7.36381	5.70062
FBgn0035325	0.0491756	0	0	0	0	0
FBgn0052304	0	0	0	0	0	0
FBgn0052302	0	0	0	0	0	0
FBgn0052303	0	0	0	0	0	0
FBgn0035328	0	0	0	0.0788712	0	0
FBgn0035332	0	0	0	0	0	0
FBgn0035334	70.8688	57.6796	61.4611	45.587	58.9661	42.5447
FBgn0035336	4.47052	4.2609	3.49021	4.005	4.88009	5.99368
FBgn0052298	0	0	0	0.0966259	0	0
FBgn0052299	0	0.11338	0	0	0	0
FBgn0035337	1.40702	1.24784	1.52134	0.71246	1.86388	1.76034
FBgn0035335	52.9349	48.0016	49.1357	31.8496	65.9625	28.3052
FBgn0035333	27.9753	27.3702	27.7991	23.8602	28.6683	26.2326
FBgn0041709	0.377139	0.387794	0.173986	0.16975	0.321579	0.216939
FBgn0000543	4.20853	4.93474	4.02095	2.76065	5.13811	7.03145
FBgn0015360	11.2545	11.5167	11.1035	11.6112	11.2977	9.82775
FBgn0035321	376.674	367.675	350.149	318.348	379.978	278.884
FBgn0035318	3.60006	3.47057	2.11501	2.24931	3.11429	3.61668
FBgn0035316	0.100482	0.0309962	0	0	0	0
FBgn0026593	15.0064	19.4244	17.1573	11.1386	14.4343	18.2551
FBgn0035312	0	0	0	0.0493954	0	0
FBgn0035311	0	0	0	0	0	0
FBgn0026570	5.9871	5.05174	6.48876	6.28617	5.30885	7.0651
FBgn0035309	1.37078	1.64166	1.08807	1.34739	1.23759	0.918375
FBgn0035308	0.855185	1.51793	2.06163	1.94177	1.18496	0.80562
FBgn0035346	30.2603	26.8324	27.2506	35.5421	27.139	30.8147
FBgn0016794	12.2207	11.7599	13.402	11.0575	14.8424	10.477
FBgn0062517	0.0498408	0	0	0	0	0
FBgn0035355	15.6762	16.0184	17.5149	14.4424	14.5603	15.893
FBgn0035356	32.8261	31.0203	24.6074	22.2371	24.6049	26.0412
FBgn0035357	13.1497	14.2049	12.4829	11.1684	14.6459	13.5473
FBgn0035359	4.28015	5.2869	5.36835	2.09828	6.19767	5.06061
FBgn0035360	0.324841	0.568223	0.562397	0.329224	0.356395	0.579688
FBgn0053233	0	0	0	0	0	0
FBgn0053234	0	0	0	0	0	0
FBgn0020509	0	0	0	0	0	0
FBgn0052296	5.8173	5.49667	6.24797	8.15026	5.58677	7.65958
FBgn0027082	3.02089	2.42506	2.69366	3.26338	3.65307	3.67764
FBgn0035358	0.326724	0.241887	0	0.132352	0.143275	0
FBgn0011828	12.2285	12.893	13.0933	10.6004	12.5786	15.9166
FBgn0028504	7.68763	7.27195	6.7036	5.67673	6.36904	6.57007
